node_1,node_2,edge,weight,chunk_id,source
sentinel-2,叶级高光谱数据,获取,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_1,llm
松材线虫病,马尾松,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
红边波段,松材线虫病,检测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
近红外波段,松材线虫病,检测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
短波红外波段,松材线虫病,检测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
绿波段,松材线虫病,检测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
蓝边拐点,松材线虫病,检测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
黄边拐点,松材线虫病,检测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
红边拐点,松材线虫病,检测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
哨兵-2卫星图像,松材线虫病,监测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
无人机超光谱数据,松材线虫病,监测,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_2,llm
松材线虫病,早期识别,防治,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
遥感诊断,光谱特征,依赖,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
高光谱数据,无人机,收集,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
sentinel-2,遥感诊断,工具,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
叶级尺度,松材线虫病,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
个体树级尺度,松材线虫病,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
林分级尺度,松材线虫病,影响,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_3,llm
松材线虫病,叶片高光谱数据,识别,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
无人机,遥感监测,辅助,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
星基监测,遥感监测,辅助,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
光谱响应特征,感病阶段,表征,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
叶片尺度,光谱响应特征,分析,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
高光谱波段优选算法,高光谱波段优选,应用,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
植被指数,早期识别,方法,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
叶片一阶导数光谱,早期识别,方法,0.8,ZGds6-1762148816090-松材线虫病害早期星-机-地遥感诊断光谱特征研究_李霓雯.pdf_4,llm
